multiverse_id,mtgo_id,set,collector_number,rarity,name,mana_cost,cmc,type_line,artist,usd_price,usd_foil_price,eur_price,tix_price,image_uri,scryfall_uri
456718,70317,UMA,122,U,Anger,{3}{R},4,Creature — Incarnation,Svetlin Velinov,0.49,2.73,0.43,0.64,https://img.scryfall.com/cards/large/front/f/d/fd0768df-40c3-4b07-9274-e619cae3dd2b.jpg?1547517159,https://scryfall.com/card/uma/122/anger
84564,22707,9ED,59,U,Annex,{2}{U}{U},4,Enchantment — Aura,John Avon,0.44,2.2,0.16,0.01,https://img.scryfall.com/cards/large/en/9ed/59.jpg?1517813031,https://scryfall.com/card/9ed/59/annex
426704,63606,AKH,2,R,Anointed Procession,{3}{W},4,Enchantment,Victor Adame Minguez,9.58,15.96,4.86,0.02,https://img.scryfall.com/cards/large/front/9/a/9a52c265-6920-4929-ba0a-70da08df01f1.jpg?1543674565,https://scryfall.com/card/akh/2/anointed-procession
5572,12043,USG,173,R,Antagonism,{3}{R},4,Enchantment,Donato Giancola,0.23,,0.21,0.02,https://img.scryfall.com/cards/large/en/usg/173.jpg?1517813031,https://scryfall.com/card/usg/173/antagonism
12387,12639,ULG,25,R,Anthroplasm,{2}{U}{U},4,Creature — Shapeshifter,Ron Spencer,0.24,8.47,0.21,0.02,https://img.scryfall.com/cards/large/en/ulg/25.jpg?1517813031,https://scryfall.com/card/ulg/25/anthroplasm
373677,50206,THS,211,U,Anvilwrought Raptor,{4},4,Artifact Creature — Bird,James Zapata,0.02,0.1,0.03,0.02,https://img.scryfall.com/cards/large/en/ths/211.jpg?1517813031,https://scryfall.com/card/ths/211/anvilwrought-raptor
4748,10003,TMP,214,U,Apes of Rath,{2}{G}{G},4,Creature — Ape,Jeff Laubenstein,0.11,,0.09,0.04,https://img.scryfall.com/cards/large/en/tmp/214.jpg?1517813031,https://scryfall.com/card/tmp/214/apes-of-rath
39704,17923,ONS,125,C,Aphetto Dredging,{3}{B},4,Sorcery,Monte Michael Moore,0.22,0.38,0.1,0.01,https://img.scryfall.com/cards/large/en/ons/125.jpg?1517813031,https://scryfall.com/card/ons/125/aphetto-dredging
44339,18760,SCG,28,U,Aphetto Runecaster,{3}{U},4,Creature — Human Wizard,Scott M. Fischer,0.18,0.63,0.19,0.02,https://img.scryfall.com/cards/large/en/scg/28.jpg?1517813031,https://scryfall.com/card/scg/28/aphetto-runecaster
409740,60354,SOI,4,C,Apothecary Geist,{3}{W},4,Creature — Spirit,Franz Vohwinkel,0.04,0.14,0.02,0.01,https://img.scryfall.com/cards/large/en/soi/4.jpg?1517813031,https://scryfall.com/card/soi/4/apothecary-geist
386300,,DDN,54,C,Aquamorph Entity,{2}{U}{U},4,Creature — Shapeshifter,Brian Despain,0.08,,0.06,,https://img.scryfall.com/cards/large/en/ddn/54.jpg?1517813031,https://scryfall.com/card/ddn/54/aquamorph-entity
439689,66517,RIX,32,U,Aquatic Incursion,{3}{U},4,Enchantment,Jason Rainville,0.05,0.17,0.06,0.01,https://img.scryfall.com/cards/large/en/rix/32.jpg?1524750439,https://scryfall.com/card/rix/32/aquatic-incursion
270361,46273,RTR,29,U,Aquus Steed,{3}{U},4,Creature — Beast,Warren Mahy,0.04,0.12,0.03,0.01,https://img.scryfall.com/cards/large/en/rtr/29.jpg?1517813031,https://scryfall.com/card/rtr/29/aquus-steed
220078,41359,M12,5,U,Arbalest Elite,{2}{W}{W},4,Creature — Human Archer,Chris Rahn,0.04,0.33,0.04,0.01,https://img.scryfall.com/cards/large/en/m12/5.jpg?1517813031,https://scryfall.com/card/m12/5/arbalest-elite
447348,68585,M19,212,M,"Arcades, the Strategist",{1}{G}{W}{U},4,Legendary Creature — Elder Dragon,Even Amundsen,6.74,12.26,3.97,2.19,https://img.scryfall.com/cards/large/en/m19/212.jpg?1531451114,https://scryfall.com/card/m19/212/arcades-the-strategist
10670,20467,DST,93,C,Arcane Spyglass,{4},4,Artifact,Trevor Hairsine,0.07,0.19,0.07,0.01,https://img.scryfall.com/cards/large/en/dst/93.jpg?1517813031,https://scryfall.com/card/dst/93/arcane-spyglass
205335,44712,HOP,105,U,Arcbound Crusher,{4},4,Artifact Creature — Juggernaut,Michael Sutfin,0.99,,,0.47,https://img.scryfall.com/cards/large/en/hop/105.jpg?1517813031,https://scryfall.com/card/hop/105/arcbound-crusher
46101,20389,DST,97,C,Arcbound Hybrid,{4},4,Artifact Creature — Beast,Alan Pollack,0.11,0.27,0.07,0.01,https://img.scryfall.com/cards/large/en/dst/97.jpg?1517813031,https://scryfall.com/card/dst/97/arcbound-hybrid
50528,20455,DST,101,R,Arcbound Reclaimer,{4},4,Artifact Creature — Golem,Jon Foster,1.03,3.89,0.28,0.01,https://img.scryfall.com/cards/large/en/dst/101.jpg?1517813031,https://scryfall.com/card/dst/101/arcbound-reclaimer
456641,70163,UMA,45,C,Archaeomancer,{2}{U}{U},4,Creature — Human Wizard,Zoltan Boros,0.03,0.25,0.09,0.1,https://img.scryfall.com/cards/large/front/c/c/cc258713-6ce3-44e0-9b4b-8fa7d1d093a1.jpg?1547516110,https://scryfall.com/card/uma/45/archaeomancer
398571,57792,ORI,4,M,Archangel of Tithes,{1}{W}{W}{W},4,Creature — Angel,Cynthia Sheppard,7.54,17.67,6.16,0.13,https://img.scryfall.com/cards/large/en/ori/4.jpg?1517813031,https://scryfall.com/card/ori/4/archangel-of-tithes
416796,,CN2,39,R,Archdemon of Paliano,{2}{B}{B},4,Creature — Demon,Evan Shipard,0.17,0.7,0.21,,https://img.scryfall.com/cards/large/en/cn2/39.jpg?1517813031,https://scryfall.com/card/cn2/39/archdemon-of-paliano
391794,55504,FRF,124,C,Archers of Qarsi,{3}{G},4,Creature — Naga Archer,Alejandro Mirabal,0.03,0.17,0.03,0.01,https://img.scryfall.com/cards/large/en/frf/124.jpg?1517813031,https://scryfall.com/card/frf/124/archers-of-qarsi
220517,,ARC,77,C,Architects of Will,{2}{U}{B},4,Artifact Creature — Human Wizard,Matt Stewart,0.42,,,,https://img.scryfall.com/cards/large/en/arc/77.jpg?1517813031,https://scryfall.com/card/arc/77/architects-of-will
82994,22531,9ED,60,R,Archivist,{2}{U}{U},4,Creature — Human Wizard,Donato Giancola,0.25,4.99,0.14,0.01,https://img.scryfall.com/cards/large/en/9ed/60.jpg?1517813031,https://scryfall.com/card/9ed/60/archivist
278063,44251,AVR,126,R,Archwing Dragon,{2}{R}{R},4,Creature — Dragon,Daarken,0.33,1.1,0.42,0.01,https://img.scryfall.com/cards/large/en/avr/126.jpg?1517813031,https://scryfall.com/card/avr/126/archwing-dragon
452841,69555,GRN,91,M,Arclight Phoenix,{3}{R},4,Creature — Phoenix,Slawomir Maniak,20.38,47.21,21.01,40.27,https://img.scryfall.com/cards/large/front/7/8/787de9ce-02c5-4a17-a88b-d38e83dbeb0b.jpg?1544123471,https://scryfall.com/card/grn/91/arclight-phoenix
122124,24825,CSP,27,R,Arcum Dagsson,{3}{U},4,Legendary Creature — Human Artificer,Pete Venters,13.03,47.66,5.86,0.06,https://img.scryfall.com/cards/large/en/csp/27.jpg?1526080234,https://scryfall.com/card/csp/27/arcum-dagsson
445991,68774,BBD,23,M,Arena Rector,{3}{W},4,Creature — Human Cleric,Ryan Pancoast,8.99,65.12,11.93,1.82,https://img.scryfall.com/cards/large/en/bbd/23.jpg?1529060969,https://scryfall.com/card/bbd/23/arena-rector
397887,57280,MM2,41,R,Argent Sphinx,{2}{U}{U},4,Creature — Sphinx,Chris Rahn,0.13,0.42,0.14,0.01,https://img.scryfall.com/cards/large/en/mm2/41.jpg?1517813031,https://scryfall.com/card/mm2/41/argent-sphinx
222857,37666,DDF,69,U,Argivian Restoration,{2}{U}{U},4,Sorcery,Roger Raupp,0.23,,0.12,0.04,https://img.scryfall.com/cards/large/en/ddf/69.jpg?1530591385,https://scryfall.com/card/ddf/69/argivian-restoration
21182,,BRB,6,U,Argothian Elder,{3}{G},4,Creature — Elf Druid,DiTerlizzi,1.89,,1.57,,https://img.scryfall.com/cards/large/en/brb/6.jpg?1517813031,https://scryfall.com/card/brb/6/argothian-elder
5862,11985,USG,235,C,Argothian Swine,{3}{G},4,Creature — Boar,Randy Elliott,0.08,,0.04,0.01,https://img.scryfall.com/cards/large/en/usg/235.jpg?1517813031,https://scryfall.com/card/usg/235/argothian-swine
5769,11795,USG,236,R,Argothian Wurm,{3}{G},4,Creature — Wurm,Kev Walker,1.53,,0.85,0.02,https://img.scryfall.com/cards/large/en/usg/236.jpg?1517813031,https://scryfall.com/card/usg/236/argothian-wurm
450639,,C18,38,R,"Arixmethes, Slumbering Isle",{2}{G}{U},4,Legendary Creature — Kraken,Dimitar Marinski,3.89,,4.5,,https://img.scryfall.com/cards/large/en/c18/38.jpg?1535502387,https://scryfall.com/card/c18/38/arixmethes-slumbering-isle
410007,59762,SOI,243,M,"Arlinn Kord // Arlinn, Embraced by the Moon",{2}{R}{G},4,Legendary Planeswalker — Arlinn // Legendary Planeswalker — Arlinn,Winona Nelson,2.95,5.98,2.28,0.04,https://img.scryfall.com/cards/large/en/soi/243a.jpg?1518204361,https://scryfall.com/card/soi/243/arlinn-kord-arlinn-embraced-by-the-moon
441994,66924,A25,5,M,Armageddon,{3}{W},4,Sorcery,Chris Rahn,3.33,5.93,2.71,0.54,https://img.scryfall.com/cards/large/en/a25/5.jpg?1521723686,https://scryfall.com/card/a25/5/armageddon
417717,61725,KLD,144,U,Armorcraft Judge,{3}{G},4,Creature — Elf Artificer,David Palumbo,0.11,0.32,0.13,0.01,https://img.scryfall.com/cards/large/front/7/6/76b54854-c21f-47d3-99b2-72829fc66071.jpg?1543699402,https://scryfall.com/card/kld/144/armorcraft-judge
204997,37282,M11,5,U,Armored Ascension,{3}{W},4,Enchantment — Aura,Jesper Ejsing,0.16,0.54,0.12,0.01,https://img.scryfall.com/cards/large/en/m11/5.jpg?1517813031,https://scryfall.com/card/m11/5/armored-ascension
423426,,PCA,1,U,Armored Griffin,{3}{W},4,Creature — Griffin,Brad Rigney,0.08,,0.06,,https://img.scryfall.com/cards/large/en/pca/1.jpg?1517813031,https://scryfall.com/card/pca/1/armored-griffin
373415,49959,DDL,12,C,Armory Guard,{3}{W},4,Creature — Giant Soldier,Karl Kopinski,0.06,,0.05,0.1,https://img.scryfall.com/cards/large/en/ddl/12.jpg?1517813031,https://scryfall.com/card/ddl/12/armory-guard
205317,44468,HOP,96,C,Arsenal Thresher,{2}{W/B}{U},4,Artifact Creature — Construct,Ralph Horsley,0.13,,,0.08,https://img.scryfall.com/cards/large/en/hop/96.jpg?1517813031,https://scryfall.com/card/hop/96/arsenal-thresher
452901,69675,GRN,151,C,Artful Takedown,{2}{U}{B},4,Instant,Mike Bierek,0.03,0.14,0.02,0.01,https://img.scryfall.com/cards/large/front/4/c/4c9e8f24-af62-4d13-bfed-a8b3294b64c3.jpg?1538879932,https://scryfall.com/card/grn/151/artful-takedown
218081,39874,NPH,79,C,Artillerize,{3}{R},4,Instant,Johann Bodin,0.05,0.25,0.02,0.01,https://img.scryfall.com/cards/large/en/nph/79.jpg?1517813031,https://scryfall.com/card/nph/79/artillerize
373506,50238,THS,151,U,Artisan's Sorrow,{3}{G},4,Instant,Jung Park,0.04,0.1,0.03,0.01,https://img.scryfall.com/cards/large/en/ths/151.jpg?1517813031,https://scryfall.com/card/ths/151/artisans-sorrow
443080,67849,DOM,192,R,"Aryel, Knight of Windgrace",{2}{W}{B},4,Legendary Creature — Human Knight,Grzegorz Rutkowski,0.23,1.32,0.18,0.01,https://img.scryfall.com/cards/large/en/dom/192.jpg?1524791924,https://scryfall.com/card/dom/192/aryel-knight-of-windgrace
416955,,CN2,198,U,Ascended Lawmage,{2}{W}{U},4,Creature — Vedalken Wizard,Ryan Yee,0.1,0.38,0.02,,https://img.scryfall.com/cards/large/en/cn2/198.jpg?1517813031,https://scryfall.com/card/cn2/198/ascended-lawmage
25879,17777,ONS,68,C,Ascending Aven,{2}{U}{U},4,Creature — Bird Soldier,Ron Spencer,0.05,0.24,0.03,0.02,https://img.scryfall.com/cards/large/en/ons/68.jpg?1517813031,https://scryfall.com/card/ons/68/ascending-aven
